Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,,NUTCH-2795,13315145,,CrawlDbReader: compress CrawlDb dumps if configured,snagel,snagel,Minor,Resolved,Implemented,06/Jul/20 11:40,21/Aug/22 11:47,
Bug,,NUTCH-2863,13377228,,Injector to parse command-line flags case-insensitive,snagel,snagel,Minor,Resolved,Fixed,07/May/21 12:39,21/Aug/22 11:47,
Bug,,NUTCH-2797,13315155,,Update Miredot license for REST API documentation creation,,snagel,Minor,Open,,06/Jul/20 12:45,21/Aug/22 10:32,
Bug,,NUTCH-2965,13477820,,Nutch server requires a restart in order to reload modified configuration files,,snagel,Minor,Open,,21/Aug/22 10:11,21/Aug/22 10:13,
Bug,,NUTCH-2966,13477821,,Nutch WebApp and server sometimes fail to put all seeds into seed file,,snagel,Minor,Open,,21/Aug/22 10:13,21/Aug/22 10:13,
Improvement,,NUTCH-2964,13477819,,Add instructions how to combine Docker containers and Solr for indexing,,snagel,Minor,Open,,21/Aug/22 10:08,21/Aug/22 10:08,
Improvement,,NUTCH-2861,13373547,,Remove parse-swf,snagel,snagel,Minor,Resolved,Implemented,19/Apr/21 08:35,19/Aug/22 13:42,
Improvement,,NUTCH-2913,13415273,,nutch-default.xml: document properties set programatically,,snagel,Minor,Open,,03/Dec/21 12:48,19/Aug/22 13:38,
Improvement,,NUTCH-2608,13167357,,Reduce size of Nutch job file and package,,snagel,Minor,Open,,21/Jun/18 09:56,19/Aug/22 13:09,
Bug,,NUTCH-2792,13310594,,nutch index -params is only used in Solr indexer,,pmezard,Minor,Open,,10/Jun/20 08:22,19/Aug/22 13:09,
Bug,,NUTCH-2707,13226368,,protocol-okhttp fails to decompress content if Content-Encoding header is wrong,,snagel,Minor,Open,,05/Apr/19 13:14,19/Aug/22 13:09,
Bug,,NUTCH-2820,13322082,,Review sample files used in any23 unit tests,,snagel,Minor,Open,,11/Aug/20 16:57,19/Aug/22 13:09,
Improvement,,NUTCH-2848,13357322,,Consider use of StringUtil#isEmpty,,lewismc,Minor,Open,,07/Feb/21 00:56,19/Aug/22 13:09,
Improvement,,NUTCH-2504,13133711,,Results of maxCountExpr and fetchDelayExpr should be stored in memory in Generate,,semyon.semyonov@mail.com,Minor,Open,,25/Jan/18 14:54,19/Aug/22 13:09,
Improvement,,NUTCH-2721,13235389,,Make the plugin lib-htmlunit depend on lib-selenium,,snagel,Minor,Open,,24/May/19 13:11,19/Aug/22 13:09,
Improvement,,NUTCH-2030,12834580,,"ParseZip plugin is not able to extract language from zip document,this could solve that problem.",,eyeris,Minor,Open,,02/Jun/15 13:19,19/Aug/22 13:09,
Improvement,,NUTCH-2766,13281189,,Update selenium-based protocol plugins to be in sync with protocol-http,,snagel,Minor,Open,,23/Jan/20 13:11,19/Aug/22 13:09,
Bug,,NUTCH-1807,12724366,,avoid methods relying on system-specific default locale / charset,,snagel,Minor,Open,,29/Jun/14 20:26,19/Aug/22 13:09,
Bug,,NUTCH-2261,12970108,,ParseSegment job does not pass metadata for content-level redirects,,dastle,Minor,Open,,16/May/16 18:54,19/Aug/22 13:09,
Improvement,,NUTCH-2421,13103211,,parse-html to prioritize HTML5 charset definitions,,lhervaud,Minor,Open,,19/Sep/17 10:53,19/Aug/22 13:09,
Bug,,NUTCH-2506,13134743,,host is not available for filtering on the JEXL indexing plugin,jorgelbg,jorgelbg,Minor,Open,,30/Jan/18 12:55,19/Aug/22 13:09,
Bug,,NUTCH-2744,13261870,,CrawlDbReader: improved reporting of syntactic errors in Jexl expression,,snagel,Minor,Open,,11/Oct/19 19:12,19/Aug/22 13:09,
Improvement,,NUTCH-2278,12977819,,Handle alpha-2 language codes consistently,,Fengtan,Minor,Open,,11/Jun/16 02:56,19/Aug/22 13:09,
Improvement,,NUTCH-2134,12903272,,Redirection and cookie handling using protocol  plugins,,soniyk40,Minor,Open,,08/Oct/15 07:00,19/Aug/22 13:09,
Bug,Patch Available,NUTCH-1186,12529480,,FreeGenerator always normalizes,markus17,markus17,Minor,Open,,31/Oct/11 13:19,19/Aug/22 13:09,
Bug,,NUTCH-2825,13323981,,lib-selenium:  property webdriver.chrome.driver overwritten by selenium.grid.binary,,snagel,Minor,Open,,21/Aug/20 15:30,19/Aug/22 13:09,
Improvement,,NUTCH-2765,13281187,,Unify and cleanup X509TrustManager,balakuntala,snagel,Minor,Open,,23/Jan/20 13:03,19/Aug/22 13:09,
Improvement,,NUTCH-2771,13287971,,Tests in nightly builds: speed up long runners,snagel,snagel,Minor,Open,,27/Feb/20 09:11,19/Aug/22 13:09,
Improvement,,NUTCH-1380,12559184,,Fetcher reducer not to configure filter/normalizers,markus17,markus17,Minor,Resolved,Fixed,04/Jun/12 13:08,19/Aug/22 09:03,
Improvement,Patch Available,NUTCH-2958,13475742,,Upgrade to crawler-commons 1.3,snagel,snagel,Minor,Resolved,Implemented,08/Aug/22 12:25,12/Aug/22 20:03,
Improvement,,NUTCH-2953,13450957,,Indexer Elastic to ignore SSL issues,markus17,markus17,Minor,Resolved,Implemented,20/Jun/22 10:17,09/Aug/22 08:52,
Improvement,,NUTCH-2636,13179546,,protocol-okhttp: http.proxy.exclusion.list does not work if http.proxy.username,,snagel,Minor,Open,,17/Aug/18 09:44,09/Aug/22 07:47,
New Feature,,NUTCH-2334,13017813,,Extension point for schedulers,roannel,roannel,Minor,Open,,03/Nov/16 20:51,09/Aug/22 07:47,
Improvement,,NUTCH-2662,13192509,,index-jexl-filter plugin throws a RuntimeException if its enabled but not configured,jorgelbg,jorgelbg,Minor,Open,,18/Oct/18 11:22,09/Aug/22 07:47,
Bug,,NUTCH-2705,13224033,,urlfilter-validator rejects IPv6 URLs,,snagel,Minor,Open,,26/Mar/19 13:19,09/Aug/22 07:47,
New Feature,,NUTCH-2615,13170097,,Publisher for Telegram,roannel,roannel,Minor,Open,,04/Jul/18 14:31,09/Aug/22 07:47,
Improvement,,NUTCH-2353,13035996,,Create seed file with metadata using the REST API,jorgelbg,jorgelbg,Minor,Reopened,,18/Jan/17 20:37,09/Aug/22 07:47,
Bug,,NUTCH-2951,13447710,,Crawl datum with metadata WRITABLE_GENERATE_TIME_KEY awaits fetching forever,snagel,Lapax,Minor,Resolved,Fixed,31/May/22 13:49,21/Jun/22 11:49,
Improvement,Patch Available,NUTCH-2737,13259604,,Generator: count and log reason of rejections during selection,snagel,snagel,Minor,Closed,Implemented,30/Sep/19 08:01,21/Jun/22 10:53,
Bug,,NUTCH-1842,12741960,,crawl.gen.delay has a wrong default value in nutch-default.xml or is being parsed incorrectly ,snagel,kaveh,Minor,Closed,Fixed,16/Sep/14 21:42,03/Mar/22 14:27,
Improvement,Patch Available,NUTCH-2923,13419977,,Add Job Id in Job Failure messages,,prakharchaube,Minor,Resolved,Implemented,30/Dec/21 07:18,27/Jan/22 16:39,
Improvement,Patch Available,NUTCH-2929,13421986,,Fetcher: start threads slowly to avoid that resources are temporarily exhausted,,snagel,Minor,Resolved,Implemented,11/Jan/22 14:03,14/Jan/22 10:37,
New Feature,Patch Available,NUTCH-427,12359869,,protocol-smb: plugin protocol implementing the CIFS/SMB protocol. This protocol allows Nutch to crawl Microsoft Windows Shares remotely using the CIFS/SMB protocol implmentation.,,armel,Minor,Closed,Won't Fix,05/Jan/07 14:42,30/Dec/21 06:59,
Bug,,NUTCH-2917,13417227,,Remove transitive dependency to log4j 1.x,snagel,snagel,Minor,Resolved,Fixed,13/Dec/21 23:23,22/Dec/21 10:37,
Improvement,Patch Available,NUTCH-2921,13418575,,DepthScoringFilter option to reset max_depth,,markus17,Minor,Open,,20/Dec/21 11:46,21/Dec/21 12:55,
Improvement,,NUTCH-2807,13316280,,SitemapProcessor to warn that ignoring robots.txt affects detection of sitemaps,snagel,snagel,Minor,Resolved,Implemented,11/Jul/20 12:04,17/Dec/21 09:09,
Improvement,,NUTCH-2808,13316281,,Document side effects of ignoring robots.txt,snagel,snagel,Minor,Resolved,Implemented,11/Jul/20 12:05,17/Dec/21 09:09,
Improvement,Patch Available,NUTCH-2911,13414543,,Add cleanup call in Fetcher.java,,prakharchaube,Minor,Resolved,Fixed,30/Nov/21 13:10,03/Dec/21 15:29,
Improvement,,NUTCH-2860,13373535,,Upgrade to Tika 1.26,,snagel,Minor,Resolved,Duplicate,19/Apr/21 08:08,01/Dec/21 12:08,
Improvement,Patch Available,NUTCH-2908,13413213,,Log mapreduce job messages and counters in local mode,snagel,snagel,Minor,Resolved,Fixed,22/Nov/21 16:32,01/Dec/21 10:30,
Improvement,Patch Available,NUTCH-2865,13379480,,WARC exporter support for metadata and dropping empty responses,markus17,markus17,Minor,Resolved,Implemented,20/May/21 10:05,22/Nov/21 14:31,
Bug,,NUTCH-2862,13373548,,Do not include Ivy jar in source release package,snagel,snagel,Minor,Resolved,Fixed,19/Apr/21 08:39,20/Oct/21 10:41,
Improvement,,NUTCH-2898,13406328,,IDE Setup for nutch with Intellij IDEA is not well documented,sufian,sufian,Minor,Resolved,Fixed,13/Oct/21 11:24,19/Oct/21 15:37,
Improvement,,NUTCH-1397,12560775,,language-identifier incorrectly handles double-barreled language properties,,lewismc,Minor,Open,,15/Jun/12 13:58,18/Oct/21 15:17,
New Feature,,NUTCH-2888,13395464,,Selenium Protocol: Support for Selenium 4,,mmkivist,Minor,Open,,16/Aug/21 11:50,16/Aug/21 11:50,
Bug,,NUTCH-2881,13385790,,bug in 'nutch' symlink in docker container,lewismc,lewismc,Minor,Resolved,Fixed,25/Jun/21 08:01,27/Jun/21 02:44,
Bug,Patch Available,NUTCH-2868,13383145,,urlnormalizer-protocol fails with StringIndexOutOfBoundsException when reading invalid line in configuration file,snagel,snagel,Minor,Resolved,Fixed,10/Jun/21 09:41,14/Jun/21 15:28,
Bug,Patch Available,NUTCH-2866,13381316,,"MetaData.toString() should return ""key=value ...""",snagel,snagel,Minor,Resolved,Fixed,31/May/21 15:52,01/Jun/21 15:37,
Bug,Patch Available,NUTCH-2858,13368086,,urlnormalizer-protocol: URL port is lost during normalization,snagel,snagel,Minor,Resolved,Fixed,27/Mar/21 11:04,06/Apr/21 15:38,
Improvement,Patch Available,NUTCH-2847,13355265,,HttpDateFormat: Simplify based on new Java 8 DateTime API,,snagel,Minor,Resolved,Implemented,28/Jan/21 19:38,01/Feb/21 21:29,
Improvement,Patch Available,NUTCH-2845,13354481,,Update urlfilter-suffix rules,,snagel,Minor,Resolved,Implemented,25/Jan/21 16:04,01/Feb/21 10:34,
Sub-task,,NUTCH-2819,13322081,13321628,"Move spotbugs ""installation"" directory to avoid that spotbugs is shipped in Nutch runtime",balakuntala,snagel,Minor,Resolved,Fixed,11/Aug/20 16:57,01/Feb/21 00:35,
Improvement,,NUTCH-1628,12664442,,Chocolatey package for Windows users,,apennebaker42six,Minor,Closed,Won't Fix,19/Aug/13 20:25,28/Jan/21 14:04,
Improvement,Patch Available,NUTCH-1531,12632162,,URL filtering takes long time for very long URLs,,firatkucuk,Minor,Closed,Duplicate,13/Feb/13 08:19,28/Jan/21 14:04,
Task,,NUTCH-2304,12998719,,Fix Elasticsearch Rest Indexing Plugin's Dependencies,,bmzhao,Minor,Closed,Resolved,21/Aug/16 01:12,28/Jan/21 14:04,
Bug,,NUTCH-2670,13194802,,"org.apache.nutch.indexer.IndexerMapReduce does not read the value of ""indexer.delete"" from nutch-site.xml",,aquaticwater,Minor,Closed,Not A Problem,29/Oct/18 11:02,28/Jan/21 14:04,
Improvement,,NUTCH-1805,12723846,,Remove unnecessary transitive dependencies from Hadoop core ,,jnioche,Minor,Closed,Resolved,26/Jun/14 10:34,28/Jan/21 14:04,
Improvement,,NUTCH-2500,13131545,,Add pull-reqest template to github,snagel,snagel,Minor,Closed,Fixed,17/Jan/18 11:03,28/Jan/21 14:04,
Improvement,,NUTCH-1627,12664441,,Debian package for installing nutch,,apennebaker42six,Minor,Closed,Not A Problem,19/Aug/13 20:23,28/Jan/21 14:04,
Improvement,,NUTCH-1626,12664440,,Homebrew formula for installing Nutch in Mac OS X,,apennebaker42six,Minor,Closed,Won't Fix,19/Aug/13 20:21,28/Jan/21 14:04,
Improvement,Patch Available,NUTCH-2095,12863503,,WARC exporter for the CommonCrawlDataDumper,,jorgelbg,Minor,Closed,Implemented,11/Sep/15 19:17,28/Jan/21 14:04,
Bug,Patch Available,NUTCH-566,12380083,,Sun's URL class has bug in creation of relative query URLs,,dougcook,Minor,Closed,Fixed,10/Oct/07 15:55,28/Jan/21 14:04,
Bug,Patch Available,NUTCH-1638,12667579,,SolrWriter Bad String comparision,,ascheffe,Minor,Closed,Not A Problem,09/Sep/13 13:52,28/Jan/21 14:04,
Bug,,NUTCH-2254,12960733,,Charset issues when using -addBinaryContent and -base64 options,snagel,fedechicco,Minor,Closed,Fixed,21/Apr/16 12:36,28/Jan/21 14:04,
New Feature,,NUTCH-2280,12979340,,HTTP Post form authentication CookiePolicy configuration,lewismc,stevegy,Minor,Closed,Fixed,15/Jun/16 11:40,28/Jan/21 14:04,
New Feature,,NUTCH-2811,13320318,,Setup Github workflows for PR,,balakuntala,Minor,Closed,Fixed,31/Jul/20 05:21,28/Jan/21 14:04,
Improvement,Patch Available,NUTCH-1079,12518570,,StringBuffer converted to StringBuilder,markus17,kaykay.unique,Minor,Closed,Won't Fix,11/Aug/11 09:15,28/Jan/21 14:04,
Improvement,,NUTCH-1665,12678293,,Generator to implement Tool,markus17,markus17,Minor,Closed,Cannot Reproduce,08/Nov/13 19:22,28/Jan/21 14:04,
New Feature,,NUTCH-1615,12658744,,Implementing A Feature for Fetching From Websites Dump,,cguzel,Minor,Closed,Won't Fix,19/Jul/13 12:58,28/Jan/21 14:04,
Bug,Patch Available,NUTCH-1783,12714865,,Cleanup temp folders in case of failures,,diaa_abdallah,Minor,Closed,Duplicate,16/May/14 20:01,28/Jan/21 14:04,
Improvement,,NUTCH-1648,12671770,,Sentence Detection plugin,,ilhamikalkan,Minor,Closed,Won't Fix,02/Oct/13 10:43,28/Jan/21 14:04,
Task,,NUTCH-1606,12656574,,Check that Factory classes use the cache in a thread safe way,,jnioche,Minor,Closed,Fixed,08/Jul/13 08:59,28/Jan/21 14:04,
New Feature,Patch Available,NUTCH-351,12348169,,Protocol forward proxy,siren,siren,Minor,Closed,Won't Fix,17/Aug/06 19:38,28/Jan/21 14:03,
Improvement,,NUTCH-1176,12528042,,Fix all javadoc warnings from nightly builds,,lewismc,Minor,Closed,Abandoned,20/Oct/11 22:24,28/Jan/21 14:03,
Bug,,NUTCH-1740,12702160,,BatchId parameter is not set in DbUpdaterJob,,alparslan.avci,Minor,Closed,Duplicate,18/Mar/14 14:38,28/Jan/21 14:03,
Task,Patch Available,NUTCH-2212,12936384,,Decrease memory consumption by tuning stack size,markus17,markus17,Minor,Closed,Not A Problem,03/Feb/16 16:25,28/Jan/21 14:03,
Bug,Patch Available,NUTCH-1760,12709003,,Crawl script fails to find job file if called from outside bin dir,,david.hosking,Minor,Closed,Duplicate,17/Apr/14 07:58,28/Jan/21 14:03,
Improvement,,NUTCH-2427,13103547,,Remove all the Hadoop wildcard imports.,,omkar20895,Minor,Closed,Duplicate,20/Sep/17 09:06,28/Jan/21 14:03,
Bug,,NUTCH-1698,12688547,,crawl script should not specify solrUrl to accommodate pluggable indexing architecture  ,lewismc,lewismc,Minor,Closed,Not A Problem,13/Jan/14 14:39,28/Jan/21 14:03,
Improvement,,NUTCH-1653,12673191,,AbstractScoringFilter,,jnioche,Minor,Closed,Fixed,10/Oct/13 08:23,28/Jan/21 14:03,
Task,,NUTCH-1220,12535133,,Upgrade Solr deps,markus17,markus17,Minor,Closed,Resolved,14/Dec/11 10:42,28/Jan/21 14:03,
New Feature,Patch Available,NUTCH-1035,12513034,,Tune Solr config for Nutch users,,markus17,Minor,Closed,Abandoned,06/Jul/11 20:41,28/Jan/21 14:03,
Bug,,NUTCH-1938,12773276,,Unable to load realm info from SCDynamicStore,chrismattmann,pranshuk,Minor,Closed,Not A Problem,08/Feb/15 07:25,28/Jan/21 14:03,
Improvement,Patch Available,NUTCH-1449,12603248,,Optionally delete documents skipped by IndexingFilters,markus17,markus17,Minor,Closed,Fixed,13/Aug/12 14:48,28/Jan/21 14:03,
Sub-task,,NUTCH-2109,12875689,12862494,Create a  brute force click-all-ajax-links utility fucntion for selenium interactive plugin,,asitang,Minor,Closed,Fixed,17/Sep/15 21:21,28/Jan/21 14:03,
Improvement,,NUTCH-2675,13197460,,Give parsers the capability to read and write CrawlDatum,,aquaticwater,Minor,Closed,Won't Do,09/Nov/18 16:50,28/Jan/21 14:03,
Improvement,,NUTCH-1894,12760099,,"Revert ""Normalize duplicate slashes in URL's""",,jigal,Minor,Closed,Won't Fix,08/Dec/14 10:30,28/Jan/21 14:03,
Bug,,NUTCH-2641,13182827,,ClassCastException in webui,,rustamabd,Minor,Closed,Fixed,04/Sep/18 14:21,28/Jan/21 13:56,
Improvement,Patch Available,NUTCH-2728,13250123,,protocol-okhttp: upgrade okhttp dependency to 3.14.2,snagel,snagel,Minor,Closed,Implemented,11/Aug/19 17:03,28/Jan/21 13:56,
Bug,,NUTCH-2475,13123742,,If and else-if branches has the same condition,snagel,songwang,Minor,Closed,Fixed,08/Dec/17 16:55,28/Jan/21 13:56,
Improvement,,NUTCH-2631,13176179,,KafkaIndexWriter,,aciobotaru,Minor,Closed,Fixed,01/Aug/18 16:38,28/Jan/21 13:56,
Bug,Patch Available,NUTCH-2699,13221454,,Protocol-okhttp: needless loops to increment requested bytes counter when more content is already buffered,snagel,snagel,Minor,Closed,Fixed,13/Mar/19 15:41,28/Jan/21 13:56,
Improvement,,NUTCH-2666,13193584,,Increase default value for http.content.limit / ftp.content.limit / file.content.limit,snagel,mebbinghaus,Minor,Closed,Implemented,23/Oct/18 14:27,28/Jan/21 13:56,
Bug,Patch Available,NUTCH-2740,13259653,,Generator: generate.max.count overflow not logged,,snagel,Minor,Closed,Fixed,30/Sep/19 12:28,28/Jan/21 13:56,
Improvement,,NUTCH-2625,13174114,,ProtocolFactory.getProtocol(url) may create multiple plugin instances,snagel,snagel,Minor,Closed,Fixed,24/Jul/18 14:18,28/Jan/21 13:56,
Improvement,,NUTCH-2700,13221512,,Indexchecker: improve command-line help,snagel,snagel,Minor,Closed,Implemented,13/Mar/19 20:11,28/Jan/21 13:56,
Improvement,,NUTCH-2691,13211012,,Improve logging from scoring-depth plugin,,yossi,Minor,Closed,Implemented,22/Jan/19 15:56,28/Jan/21 13:56,
Improvement,,NUTCH-2653,13191574,,ProtocolFactory.getProtocol(url) creates separate plugin instances for http/https,,snagel,Minor,Closed,Fixed,15/Oct/18 12:16,28/Jan/21 13:56,
Improvement,,NUTCH-2602,13166631,,Configuration values in the description of index writers,roannel,roannel,Minor,Closed,Fixed,18/Jun/18 01:58,28/Jan/21 13:56,
Improvement,,NUTCH-2682,13206629,,Upgrade to Tika 1.20,snagel,snagel,Minor,Closed,Fixed,27/Dec/18 16:07,28/Jan/21 13:56,
Bug,,NUTCH-2642,13183067,,MoreIndexingFilter parses ISO 8601 UTC dates in local time zone,,johnl,Minor,Closed,Fixed,05/Sep/18 08:25,28/Jan/21 13:56,
Improvement,Patch Available,NUTCH-2709,13228331,,Remove unused properties and code related to HTTP protocol,snagel,snagel,Minor,Closed,Implemented,16/Apr/19 12:33,28/Jan/21 13:56,
Bug,,NUTCH-2482,13125262,,index-geoip not to add null values to document fields,snagel,snagel,Minor,Closed,Fixed,15/Dec/17 15:32,28/Jan/21 13:56,
Improvement,,NUTCH-2628,13175161,,Fetcher: optionally generate signature of unparsed content,snagel,snagel,Minor,Closed,Implemented,27/Jul/18 13:31,28/Jan/21 13:56,
Improvement,Patch Available,NUTCH-2690,13211008,,Configurable and fast URL filter,snagel,snagel,Minor,Closed,Implemented,22/Jan/19 15:48,28/Jan/21 13:56,
Improvement,,NUTCH-2627,13175145,,Fetcher to optionally filter URLs,snagel,snagel,Minor,Closed,Implemented,27/Jul/18 11:51,28/Jan/21 13:56,
Improvement,,NUTCH-2623,13173810,,Fetcher to guarantee delay for same host/domain/ip independent of http/https protocol,,snagel,Minor,Closed,Fixed,23/Jul/18 13:28,28/Jan/21 13:56,
Improvement,,NUTCH-2702,13221910,,Fetcher: suppress stack for frequent exceptions,snagel,snagel,Minor,Closed,Implemented,15/Mar/19 13:09,28/Jan/21 13:56,
Bug,,NUTCH-2703,13222327,,parse-tika: Boilerpipe should not run for non-(X)HTML pages,markus17,hanyshehata,Minor,Closed,Fixed,18/Mar/19 14:08,28/Jan/21 13:56,
Improvement,,NUTCH-2718,13234909,,Names of index writers and exchanges configuration files to be configurable,roannel,snagel,Minor,Closed,Fixed,22/May/19 14:12,28/Jan/21 13:56,
Improvement,,NUTCH-2686,13209755,,Separate field for mime types mapped by index-more plugin,roannel,roannel,Minor,Closed,Fixed,15/Jan/19 23:30,28/Jan/21 13:56,
Bug,,NUTCH-2717,13233806,,Generator cannot open hostDB,,jurian,Minor,Closed,Fixed,16/May/19 15:58,28/Jan/21 13:56,
Bug,,NUTCH-2606,13167129,,"MIME detection is wrong for plain-text documents send as Content-Type ""application/msword""",,snagel,Minor,Closed,Fixed,20/Jun/18 10:03,28/Jan/21 13:56,
Improvement,,NUTCH-2632,13177844,,protocol-okhttp doesn't accept proxy authentication,,sjwoodard,Minor,Closed,Fixed,09/Aug/18 03:31,28/Jan/21 13:56,
Bug,,NUTCH-2598,13165879,,URLNormalizerChecker fails on invalid URLs in input,snagel,snagel,Minor,Closed,Fixed,13/Jun/18 16:18,28/Jan/21 13:56,
Improvement,,NUTCH-2460,13117731,,use the headless option of firefox and chrome in protocol-selenium,,opethema,Minor,Closed,Implemented,11/Nov/17 12:03,28/Jan/21 13:55,
Improvement,,NUTCH-2663,13192535,,Improve index-jexl-filter syntax for scripts,jorgelbg,jorgelbg,Minor,Closed,Fixed,18/Oct/18 13:12,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-2689,13210978,,Speed up urlfilter-regex and urlfilter-automaton,snagel,snagel,Minor,Closed,Implemented,22/Jan/19 13:45,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-2648,13190120,,Make configurable whether TLS/SSL certificates are checked by protocol plugins,,snagel,Minor,Closed,Fixed,08/Oct/18 15:45,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-2657,13191607,,"Protocol-http to store HTTP response header with ""\r\n""",,snagel,Minor,Closed,Fixed,15/Oct/18 14:27,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-2660,13192217,,"Unit tests of plugins parse-js, headings, index-jexl-filter to be executed during build",,snagel,Minor,Closed,Fixed,17/Oct/18 12:36,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-2736,13258724,,Upgrade Dockerfile to be based on recent Ubuntu LTS version,snagel,snagel,Minor,Closed,Fixed,25/Sep/19 08:22,28/Jan/21 13:55,
Bug,,NUTCH-2729,13250586,,protocol-okhttp: fix marking of truncated content,snagel,snagel,Minor,Closed,Fixed,13/Aug/19 15:43,28/Jan/21 13:55,
Sub-task,,NUTCH-1121,12524521,12524516,JUnit test for parse-js,,lewismc,Minor,Closed,Implemented,24/Sep/11 16:42,28/Jan/21 13:55,
Improvement,,NUTCH-2704,13223714,,Upgrade crawler-commons dependency to 1.0,snagel,snagel,Minor,Closed,Implemented,25/Mar/19 09:50,28/Jan/21 13:55,
Improvement,,NUTCH-2630,13176089,,Fetcher to log skipped records by robots.txt,,markus17,Minor,Closed,Fixed,01/Aug/18 11:34,28/Jan/21 13:55,
Improvement,Patch Available,NUTCH-1194,12529910,,Generator: CrawlDB lock should be released earlier,markus17,markus17,Minor,Closed,Fixed,02/Nov/11 17:42,28/Jan/21 13:16,
Improvement,,NUTCH-2775,13288460,,Fetcher to guarantee minimum delay even if robots.txt defines shorter Crawl-delay,snagel,snagel,Minor,Closed,Fixed,29/Feb/20 18:06,28/Jan/21 13:16,
Bug,,NUTCH-2770,13287862,,"Subcollection logic allows empty string as a whitelist value, thus matching every incoming document.",snagel,jt55401,Minor,Closed,Fixed,26/Feb/20 22:43,28/Jan/21 13:16,
Bug,,NUTCH-2379,13068267,,crawl script dedup's crawldb update is slow ,,xoffey@gmail.com,Minor,Closed,Fixed,01/May/17 22:52,28/Jan/21 13:16,
Improvement,Patch Available,NUTCH-2767,13286249,,Fetcher to stop filling queues skipped due to repeated exceptions,snagel,snagel,Minor,Closed,Implemented,19/Feb/20 14:31,28/Jan/21 13:16,
Bug,,NUTCH-2525,13143185,,Metadata indexer cannot handle uppercase parse metadata,markus17,markus17,Minor,Closed,Fixed,07/Mar/18 11:32,28/Jan/21 13:16,
Bug,,NUTCH-1559,12643036,,parse-metatags duplicates extracted metatags,snagel,snagel,Minor,Closed,Fixed,17/Apr/13 21:12,28/Jan/21 13:16,
Bug,,NUTCH-2760,13274398,,protocol-okhttp: properly record HTTP version in request message header,snagel,snagel,Minor,Closed,Fixed,13/Dec/19 11:35,28/Jan/21 13:16,
Improvement,Patch Available,NUTCH-2788,13310347,,ParseData: improve presentation of Metadata in method toString(),snagel,snagel,Minor,Closed,Implemented,09/Jun/20 09:28,28/Jan/21 13:16,
Improvement,Patch Available,NUTCH-2002,12824293,,ParserChecker and IndexingFiltersChecker to check robots.txt,snagel,jnioche,Minor,Closed,Implemented,27/Apr/15 14:47,28/Jan/21 13:16,
Improvement,Patch Available,NUTCH-2784,13301193,,Add tool to list Nutch and Hadoop properties,snagel,snagel,Minor,Closed,Implemented,27/Apr/20 08:47,28/Jan/21 13:16,
Improvement,,NUTCH-2781,13300462,,Increase default Java heap size,snagel,snagel,Minor,Closed,Fixed,23/Apr/20 07:18,28/Jan/21 13:16,
Bug,,NUTCH-2790,13310416,,CSVIndexWriter does not escape leading quotes properly,,pmezard,Minor,Closed,Fixed,09/Jun/20 14:52,28/Jan/21 13:16,
Bug,Patch Available,NUTCH-2789,13310358,,Documentation: update links to point to cwiki,snagel,snagel,Minor,Closed,Fixed,09/Jun/20 10:05,28/Jan/21 13:16,
Bug,,NUTCH-2720,13235163,,ROBOTS metatag ignored when capitalized,snagel,fezett,Minor,Closed,Fixed,23/May/19 15:09,28/Jan/21 13:16,
Improvement,Patch Available,NUTCH-2750,13264244,,Improve CrawlDbReader & LinkDbReader reader handling,,jurian,Minor,Closed,Fixed,24/Oct/19 12:02,28/Jan/21 13:16,
Improvement,,NUTCH-2759,13273365,,bin/crawl: Rename option --num-slaves,snagel,snagel,Minor,Closed,Implemented,09/Dec/19 12:55,28/Jan/21 13:15,
Bug,,NUTCH-2753,13267242,,Add -listen option to command-line help of CrawlDbReader and LinkDbReader,snagel,snagel,Minor,Closed,Fixed,09/Nov/19 10:02,28/Jan/21 13:15,
Bug,Patch Available,NUTCH-2787,13309452,,CrawlDb JSON dump does not export metadata primitive data types correctly,snagel,pmezard,Minor,Closed,Fixed,04/Jun/20 13:28,28/Jan/21 13:15,
Bug,,NUTCH-2778,13298652,,indexer-elastic to properly log errors,,snagel,Minor,Closed,Fixed,15/Apr/20 20:16,28/Jan/21 13:15,
Improvement,,NUTCH-2649,13190316,,Optionally skip TLS/SSL certificate validation for protocol-selenium and protocol-htmlunit,balakuntala,snagel,Minor,Closed,Implemented,09/Oct/18 08:28,28/Jan/21 13:15,
Test,Patch Available,NUTCH-1945,12776307,,Test for XLSX parser,snagel,snagel,Minor,Closed,Implemented,19/Feb/15 23:08,28/Jan/21 13:15,
Bug,Patch Available,NUTCH-2763,13280558,,protocol-okhttp (store.http.headers): add whitespace in status line after status code also when message is empty,snagel,snagel,Minor,Closed,Fixed,20/Jan/20 13:26,28/Jan/21 13:15,
